Basaluzzo;3810
Capriata d'Orba;3810
Casaleggio Boiro;3810
Cassine;3810
Francavilla Bisio;3810
Lerma;3810
Montechiaro d'Acqui;3810
Murisengo;3656
Odalengo Grande;3925
Odalengo Piccolo;3232
Pasturana;3810
Ponzone;3810
Predosa;2357
Rivarone;3810
San Cristoforo;3810
Villadeati;3810
Villamiroglio;3956
Agliano;3810
Albugnano;3810
Antignano;3810,39
Aramengo;3800
Asti;3810
Azzano d'Asti;3810
Baldichieri d'Asti;3810
Belveglio;3520
Berzano di San Pietro;3810,39
Bubbio;3456
Buttigliera d'Asti;3810
Calamandrana;3810
Calliano;3424
Calosso;3810
Camerano Casasco;3810,39
Canelli;3810
Cantarana;3810
Capriglio;3810
Cassinasco;3456
Castagnole delle Lanze;3810
Castel Boglione;3266
Castell'Alfero;3810
Castellero;3810
Castello di Annone;3657,55
Castelnuovo Calcea;3456
Castelnuovo Don Bosco;3810
Cellarengo;3810
Celle Enomondo;3810,39
Cerreto d'Asti;3657,6
Cerro Tanaro;3484
Cessole;3810
Cinaglio;3810
Cisterna d'Asti;3456
Coazzolo;3810
Cocconato;3810
Colcavagno;3716,8
Corsione;3810,39
Cortandone;3810
Cortazzone;3810
Cossombrato;3810
Costigliole d'Asti;3810,39
Cunico;3656
Dusino San Michele;3810
Ferrere;3810,39
Grana Monferrato;3465,44
Incisa Scapaccino;3392
Isola d'Asti;3800
Maretto;3810,39
Moasca;3456
Mombaruzzo;3266,4
Mombercelli;3800
Monale;3810
Monastero Bormida;3456
Moncucco Torinese;3810,39
Mongardino;3810
Montafia;3810
Montaldo Scarampi;3800
Montechiaro d'Asti;3810
Montegrosso d'Asti;3810
Montiglio Monferrato;3688
Moransengo;3810
Nizza Monferrato;3264
Olmo Gentile;3810
Passerano Marmorito;3810,39
Penango;3657,9
Piea;3810
Pino d'Asti;3810,39
Piovà Massaia;3648
Portacomaro;3810
Revigliasco d'Asti;3810,39
Roatto;3810,39
Robella;3656
Rocca d'Arazzo;3516
Roccaverano;3810
Rocchetta Palafea;3266,72
Rocchetta Tanaro;3616
San Damiano d'Asti;3810
San Giorgio Scarampi;3800
San Martino Alfieri;3810
San Marzano Oliveto;3810
San Paolo Solbrito;3810
Scurzolengo;3810
Serole;3810
Sessame;3456
Settime;3810,39
Soglio;3810
Tigliole;3810
Tonco;3810
Tonengo;3810
Vaglio Serra;3810
Valfenera;3810
Vesime;3810
Viale;3810
Viarigi;3800
Vigliano d'Asti;3810
Villafranca d'Asti;3810
Villanova d'Asti;3810
Villa San Secondo;3810
Vinchio;3810
Ala di Stura;3810
Almese;3810
Alpette;3810
Alpignano;3810
Andezeno;3810
Andrate;3810
Angrogna;3810
Arignano;3810
Avigliana;3810
Azeglio;3810
Bairo;3810
Balangero;3810
Baldissero Canavese;3810
Baldissero Torinese;3810
Balme;3810
Banchette;3810
Barbania;3810
Bardonecchia;3810
Barone Canavese;3810
Beinasco;3810
Bibiana;3810
Bobbio Pellice;3810
Bollengo;3810
Borgaro Torinese;3810
Borgiallo;3810
Borgofranco d'Ivrea;3810
Borgomasino;3810
Borgone Susa;3810
Bosconero;3810
Brandizzo;3810
Bricherasio;3810
Brosso;3810
Brozolo;3810
Bruino;3810
Brusasco;3810
Bruzolo;3810
Buriasco;3810
Burolo;3810
Busano;3810
Bussoleno;3810
Buttigliera Alta;3810
Cafasse;3810
Caluso;3810
Cambiano;3810
Campiglione Fenile;3810
Candia Canavese;3810
Candiolo;3810
Canischio;3810
Cantalupa;3810
Cantoira;3810
Caprie;3810
Caravino;3810
Carema;3810
Carignano;3810
Carmagnola;3810
Casalborgone;3810
Cascinette d'Ivrea;3810
Caselette;3810
Caselle Torinese;3810
Castagnole Piemonte;3810
Castellamonte;3810
Castelnuovo Nigra;3810
Castiglione Torinese;3810
Cavour;3810
Cercenasco;3810
Ceres;3810
Ceresole Reale;3810
Cesana Torinese;3810
Chialamberto;3810
Chianocco;3810
Chiaverano;3810
Chieri;3810
Chiesanuova;3810
Chiomonte;3810
Chiusa di San Michele;3810
Chivasso;3810
Ciconio;3810
Cintano;3810
Cinzano;3810
Cirie;3810
Claviere;3810
Coassolo Torinese;3810
Coazze;3810
Collegno;3810
Colleretto Castelnuovo;3810
Colleretto Giacosa;3810
Condove;3810
Corio;3810
Cossano Canavese;3810
Cuceglio;3810
Cumiana;3810
Cuorgnè;3810
Druento;3810
Exilles;3810
Favria;3810
Feletto;3810
Fenestrelle;3810
Fiano;3810
Fiorano Canavese;3810
Foglizzo;3810
Forno Canavese;3810
Frassinetto;3810
Front;3810
Frossasco;3810
Garzigliana;3810
Gassino Torinese;3810
Germagnano;3810
Giaglione;3810
Giaveno;3810
Givoletto;3810
Gravere;3810
Groscavallo;3810
Grosso;3810
Grugliasco;3810
Ingria;3810
Inverso Pinasca;3810
Isolabella;3810
Issiglio;3810
Ivrea;3810
La Cassa;3810
La Loggia;3810
Lanzo Torinese;3810
Lauriano;3810
Leini;3810
Lemie;3810
Lessolo;3810
Levone;3810
Locana;3810
Lombardore;3810
Lombriasco;3810
Loranzè;3810
Lugnacco;3810
Luserna San Giovanni;3810
Lusernetta;3810
Lusigliè;3810
Macello;3810
Maglione;3810
Marentino;3810
Massello;3810
Mathi;3810
Mattie;3810
Mazzè;3810
Meana di Susa;3810
Mercenasco;3810
Mezzenile;3810
Mombello di Torino;3810
Mompantero;3810
Monastero di Lanzo;3810
Moncalieri;3810
Moncenisio;3810
Montaldo Torinese;3810
Montalenghe;3810
Montalto Dora;3810
Montanaro;3810
Monteu da Po;3810
Moriondo Torinese;3810
Nichelino;3810
Noasca;3810
Nole;3810
Nomaglio;3810
None;3810
Novalesa;3810
Oglianico;3810
Orbassano;3810
Orio Canavese;3810
Osasco;3810
Osasio;3810
Oulx;3810
Ozegna;3810
Palazzo Canavese;3810
Pancalieri;3810
Parella;3810
Pavarolo;3810
Pavone Canavese;3810
Pecco;3810
Pecetto Torinese;3810
Perosa Argentina;3810
Perosa Canavese;3810
Perrero;3810
Pertusio;3810
Pessinetto;3810
Pianezza;3810
Pinasca;3810
Pinerolo;3810
Pino Torinese;3810
Piovà Massaia;3810
Piscina;3810
Piverone;3810
Poirino;3810
Pomaretto;3810
Pont-Canavese;3810
Porte;3810
Pragelato;3810
Prali;3810
Pralormo;3810
Pramollo;3810
Prarostino;3810
Prascorsano;3810
Pratiglione;3810
Quagliuzzo;3810
Quassolo;3810
Quincinetto;3810
Reano;3810
Ribordone;3810
Rivalba;3810
Rivalta di Torino;3810
Riva presso Chieri;3810
Rivara;3810
Rivarolo Canavese;3810
Rivarossa;3810
Rivoli;3810
Robassomero;3810
Rocca Canavese;3810
Roletto;3810
Romano Canavese;3810
Ronco Canavese;3810
Rondissone;3810
Rorà;3810
Roure;3810
Rubiana;3810
Rueglio;3810
Salassa;3810
Salbertrand;3810
Salerano Canavese;3810
Salza di Pinerolo;3810
Samone;3810
San Benigno Canavese;3810
San Carlo Canavese;3810
San Colombano Belmonte;3810
San Didero;3810
San Francesco al Campo;3810
Sangano;3810
San Germano Chisone;3810
San Gillio;3810
San Giorgio Canavese;3810
San Giorio di Susa;3810
San Giovanni di Lusiglie;3810
San Giusto Canavese;3810
San Martino Canavese;3810
San Maurizio Canavese;3810
San Mauro Torinese;3810
San Pietro Val Lemina;3810
San Ponso;3810
San Raffaele Cimena;3810
San Sebastiano da Po;3810
San Secondo di Pinerolo;3810
Sant'Ambrogio di Torino;3810
Sant'Antonino di Susa;3810
Santena;3810
Sauze di Cesana;3810
Sauze d'Oulx;3810
Scalenghe;3810
Scarmagno;3810
Sciolze;3810
Sestriere;3810
Settimo Rottaro;3810
Settimo Torinese;3810
Settimo Vittone;3810
Sparone;3810
Strambinello;3810
Strambino;3810
Susa;3810
Tavagnasco;3810
Torino;3810
Torrazza Piemonte;3810
Torre Canavese;3810
Torre Pellice;3810
Trana;3810
Trausella;3810
Traversella;3810
Traves;3810
Trofarello;3810
Usseaux;3810
Usseglio;3810
Vaie;3810
Val della Torre;3810
Valgioie;3810
Vallo Torinese;3810
Valperga;3810
Valprato Soana;3810
Varisella;3810
Vauda Canavese;3810
Venaria Reale;3810
Venaus;3810
Verolengo;3810,39
Verrua Savoia;3648
Vestignè;3810,39
Vialfrè;3810
Vico Canavese;3810,39
Vidracco;3810
Vigone;3810,39
Villafranca Piemonte;3810
Villanova Canavese;3810,4
Villar Dora;3810
Villar Focchiardo;3810
Villar Pellice;3810,39
Villar Perosa;3810
Villarbasse;3810,39
Villareggia;3810,39
Villastellone;3810,3948
Vinovo;3810,44
Virle Piemonte;3810
Vische;3810
Vistrorio;3810
Viù;3810
Volpiano;3810,39
Volvera;3810
Albano Vercellese;3810
Alice Castello;3810
Arborio;3810
Asigliano Vercellese;3810
Balmuccia;3064
Balocco;3810
Bianzè;3810
Boccioleto;3064
Borgo Vercelli;3654
Borgo d'Ale;3810
Buronzo;3810,3948
Campertogno;3064
Caresana;3810
Caresanablot;3810
Carisio;3810
Casanova Elvo;3810,39
Cigliano;3810,4
Collobiano;3810
Costanzana;3810
Crescentino;3810
Crova;3810
Desana;3810
Fontanetto Po;3456
Formigliana;3810,39
Gattinara;3800
Ghislarengo;3810
Greggio;3810,3948
Lamporo;3810
Lenta;3810
Lignana;3810
Livorno Ferraris;3810,39
Lozzolo;3810
Mollia;3064
Moncrivello;3810
Motta de' Conti;3810
Olcenengo;3810
Oldenico;3810
Palazzolo Vercellese;3424
Pertengo;3810
